EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
58305001;1;01/09/2019;;1;1;;;;;;0;0;0;;0;197,419;229,003;188,22;171,732;177,467;184,897;191,554;188,22;185,727;189,052;187,388;185,727;191,554;196,579;;;;;;;;;;;;;;;;188,22;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
58305001;1;01/08/2019;;1;1;198,26;176,645;188,421;5;6;1;1;1;;0;191,554;188,22;188,22;193,226;198,26;176,645;181,587;183,241;186,557;193,226;189,886;193,226;193,226;191,554;193,226;190,72;181,587;179,937;179,937;186,557;189,052;189,886;192,39;194,063;191,554;188,22;189,886;183,241;185,727;188,22;188,22;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/07/2019;;1;1;205,012;182,414;188,21;4;13;1;1;1;;0;191,554;189,886;199,943;205,012;199,943;199,943;186,557;185,727;186,557;184,897;186,557;183,241;182,414;183,241;182,414;184,069;182,414;186,557;186,557;188,22;188,22;189,886;188,22;189,886;184,897;185,727;186,557;184,897;184,069;188,22;188,22;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/06/2019;;1;1;195,74;163,607;185,303;7;6;1;1;1;;0;190,72;189,886;189,052;193,226;175,004;163,607;195,74;184,897;188,22;184,897;183,241;187,388;190,72;186,557;188,22;190,72;189,886;184,069;182,414;185,727;183,241;183,241;179,937;183,241;181,587;186,557;183,241;186,557;181,587;185,727;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58305001;1;01/05/2019;;1;1;460,684;173,367;197,465;19;28;1;1;1;;0;181,587;181,587;183,241;181,587;182,414;179,937;188,22;252,64;191,554;191,554;189,052;174,185;203,319;196,579;184,897;187,388;190,72;217,796;460,684;190,72;188,22;194,063;185,727;176,645;184,897;184,069;189,052;173,367;175,824;176,645;183,241;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/04/2019;;1;1;370,655;173,367;199,723;8;23;1;1;1;;0;183,241;199,101;194,901;190,72;187,388;269,554;204,165;370,655;289,416;196,579;199,943;188,22;178,29;185,727;199,943;184,897;185,727;186,557;178,29;185,727;193,226;182,414;173,367;194,901;188,22;181,587;176,645;178,29;184,897;179,113;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58305001;1;01/03/2019;;1;1;464,983;165,225;229,841;18;13;1;1;1;;0;191,554;300,371;218,654;203,319;186,557;182,414;193,226;225,542;185,727;178,29;189,052;217,796;165,225;185,727;278,546;194,063;208,405;464,983;401,537;262,405;455,326;323,458;199,943;179,937;189,052;176,645;178,29;194,063;206,707;205,012;183,241;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/02/2019;;1;1;274,043;163,607;202,219;28;22;1;1;1;;0;193,226;184,897;183,241;184,069;182,414;192,39;207,556;181,587;189,052;192,39;198,26;191,554;216,939;189,886;168,472;205,012;206,707;267,763;204,165;229,003;215,226;163,607;252,64;200,786;191,554;199,943;195,74;274,043;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
58305001;1;01/01/2019;;1;1;264,189;170,916;205,49;6;2;1;1;1;;0;227,271;170,916;206,707;232,474;222,954;264,189;215,226;225,542;188,22;189,052;194,063;205,859;211,81;210,106;224,679;198,26;209,255;203,319;255,296;179,937;205,012;203,319;194,901;192,39;185,727;201,63;199,101;190,72;177,467;189,886;194,901;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/12/2018;;1;1;247,346;180,762;203,163;8;2;1;1;1;;0;243,83;180,762;181,587;194,901;194,063;193,226;182,414;247,346;243,83;224,679;195,74;189,886;181,587;202,474;222,092;198,26;215,226;194,901;203,319;236,828;200,786;187,388;235,085;187,388;210,106;184,897;189,886;194,901;206,707;183,241;190,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58305001;1;01/08/2018;;1;1;258,845;177,467;192,89;25;10;1;1;1;;0;192,39;192,39;195,74;202,474;189,052;181,587;198,26;191,554;184,897;177,467;177,467;179,113;179,113;192,39;190,72;190,72;190,72;204,165;192,39;192,39;192,39;192,39;192,39;198,26;258,845;205,859;196,579;187,388;187,388;187,388;185,727;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/07/2018;;1;1;195,74;179,113;184,989;28;12;1;1;1;;0;187,388;187,388;186,557;182,414;185,727;182,414;182,414;182,414;182,414;185,727;185,727;179,113;179,113;179,113;179,113;187,388;180,762;179,113;183,241;183,241;185,727;183,241;189,052;186,557;185,727;189,052;194,901;195,74;194,063;190,72;179,113;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58305001;1;01/06/2018;;1;1;204,165;175,824;180,835;15;12;1;1;1;;0;179,113;177,467;177,467;177,467;178,29;179,113;179,937;182,414;181,587;179,113;178,29;175,824;177,467;179,113;204,165;195,74;187,388;179,113;179,113;179,113;179,113;179,113;179,113;179,113;179,113;177,467;179,113;179,113;179,113;187,388;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58305001;1;01/05/2018;;1;1;204,165;170,916;183,691;19;9;1;1;1;;0;195,74;195,74;187,388;179,113;179,113;179,113;179,113;178,29;170,916;170,916;170,916;175,004;179,113;187,388;198,26;197,419;202,474;200,786;204,165;187,388;187,388;184,069;177,467;177,467;177,467;179,113;179,937;179,113;179,113;176,645;178,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58305001;1;01/04/2018;;1;1;269,554;177,467;206,5;4;2;1;1;1;;0;187,388;177,467;183,241;269,554;204,165;204,165;208,405;204,165;195,74;195,74;195,74;195,74;194,063;190,72;187,388;244,708;238,575;238,575;239,449;243,83;236,828;208,405;195,74;195,74;195,74;195,74;195,74;180,762;195,74;195,74;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58305001;1;01/03/2018;;1;1;609,238;187,388;345,366;8;29;1;1;1;;0;363,968;381,213;410,313;434,894;525,181;514,087;471,452;609,238;439,845;464,983;558,846;454,256;395,708;329,051;287,599;292,147;347,835;278,546;195,74;285,783;247,346;252,64;250,873;310,486;343,119;315,106;192,39;191,554;187,388;187,388;187,388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58305001;1;01/02/2018;;1;1;421,092;169,286;293,311;15;27;1;1;1;;0;262,405;344,061;344,061;357,307;376,406;386,032;371,612;219,512;219,512;222,092;217,796;170,916;179,113;366,831;421,092;376,406;342,177;338,416;338,416;345,004;349,725;333,727;329,051;187,388;195,74;191,554;169,286;257,069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;
58305001;1;01/01/2018;;1;1;348,78;163,607;200,749;8;22;1;1;1;;0;191,554;187,388;184,069;178,29;177,467;170,916;247,346;348,78;202,474;195,74;192,39;187,388;187,388;205,859;200,786;220,372;210,106;202,474;202,474;206,707;205,012;163,607;179,113;187,388;195,74;204,165;185,727;187,388;187,388;187,388;240,324;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/12/2017;;1;1;235,956;183,241;197,015;22;14;1;1;1;;0;194,063;214,371;204,165;200,786;197,419;185,727;195,74;199,101;209,255;195,74;197,419;191,554;189,052;183,241;184,897;184,897;192,39;192,39;192,39;192,39;195,74;235,956;195,74;195,74;188,22;204,165;204,165;187,388;210,958;205,012;187,388;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/11/2017;;1;1;250,873;177,467;194,644;23;8;1;1;1;;0;191,554;190,72;190,72;180,762;178,29;187,388;182,414;177,467;199,101;194,063;210,958;213,517;216,939;199,101;187,388;187,388;186,557;194,063;195,74;195,74;210,958;199,943;250,873;198,26;179,113;187,388;195,74;189,052;184,069;184,069;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58305001;1;01/10/2017;;1;1;222,092;177,467;190,206;20;6;1;1;1;;0;194,901;194,063;195,74;197,419;182,414;177,467;187,388;187,388;185,727;179,113;179,113;179,113;182,414;177,467;199,101;199,101;199,101;199,101;199,101;222,092;192,39;194,063;194,063;183,241;183,241;184,069;182,414;203,319;185,727;179,113;197,419;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/09/2017;;1;1;195,74;176,645;190,521;7;1;2;2;2;;0;176,645;177,467;177,467;187,388;179,937;186,557;195,74;195,74;195,74;195,74;195,74;195,74;195,74;195,74;194,901;194,901;192,39;191,554;180,762;177,467;194,063;194,063;194,063;194,901;194,063;192,39;189,886;192,39;192,39;194,063;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;0;
58305001;1;01/08/2017;;1;1;196,579;174,185;187,564;18;25;1;1;1;;0;187,388;187,388;187,388;187,388;187,388;187,388;187,388;187,388;189,052;187,388;188,22;188,22;191,554;187,388;189,886;187,388;194,063;196,579;194,901;194,901;192,39;188,22;180,762;179,937;174,185;174,185;179,113;184,069;191,554;190,72;190,72;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/07/2017;;1;1;194,063;175,824;189,277;5;28;1;1;1;;0;188,22;187,388;188,22;193,226;194,063;193,226;191,554;192,39;192,39;192,39;192,39;192,39;192,39;191,554;192,39;192,39;192,39;193,226;187,388;187,388;191,554;187,388;189,886;181,587;185,727;181,587;184,897;175,824;187,388;187,388;187,388;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/06/2017;;1;1;219,512;165,225;194,053;14;19;1;1;1;;0;195,74;195,74;195,74;195,74;203,319;200,786;200,786;198,26;195,74;195,74;195,74;195,74;195,74;219,512;172,549;185,727;194,063;195,74;165,225;192,39;200,786;199,943;195,74;195,74;194,063;195,74;187,388;187,388;187,388;187,388;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58305001;1;01/05/2017;;1;1;215,226;175,824;191,585;20;2;1;1;1;;0;200,786;175,824;194,901;195,74;195,74;192,39;187,388;187,388;180,762;179,113;194,063;196,579;191,554;192,39;195,74;195,74;195,74;192,39;198,26;215,226;195,74;189,886;187,388;180,762;189,886;195,74;192,39;187,388;187,388;179,113;195,74;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/04/2017;;1;1;238,575;164,416;199,52;8;26;1;1;1;;0;187,388;179,113;195,74;229,87;229,87;229,87;225,542;238,575;212,663;200,786;203,319;192,39;192,39;190,72;174,185;172,549;202,474;209,255;206,707;197,419;197,419;197,419;200,786;180,762;174,185;164,416;195,74;200,786;202,474;200,786;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58305001;1;01/03/2017;;1;1;327,185;162,799;212,398;9;24;1;1;1;;0;204,165;204,165;257,069;191,554;187,388;271,348;212,663;265,081;327,185;195,74;195,74;195,74;195,74;208,405;241,199;210,958;209,255;209,255;219,512;216,082;212,663;199,101;179,113;162,799;163,607;198,26;212,663;212,663;212,663;208,405;204,165;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/02/2017;;1;1;486,64;187,388;262,106;2;18;1;1;1;;0;383,139;486,64;287,599;274,043;305,88;415,205;366,831;420,11;376,406;307,72;212,663;212,663;212,663;204,165;204,165;201,63;195,74;187,388;187,388;187,388;187,388;187,388;189,052;195,74;214,371;212,663;229,87;293,059;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
58305001;1;01/01/2017;;1;1;583,893;204,165;337,698;24;9;1;1;1;;0;241,199;212,663;212,663;254,41;212,663;249,108;314,181;274,043;204,165;227,271;247,346;229,87;294,883;249,108;326,252;333,727;366,831;359,208;280,352;389,896;386,032;376,406;525,181;583,893;498,666;471,452;479,029;489,912;429,954;421,092;327,185;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/12/2016;;1;1;425,026;175,004;233,92;14;4;1;1;1;;0;195,74;179,113;179,113;175,004;179,113;175,004;183,241;191,554;251,756;342,177;194,063;179,113;266,869;425,026;339,356;376,406;354,46;306,8;308,642;221,232;221,232;218,654;195,74;190,72;195,74;195,74;195,74;195,74;210,106;204,165;204,165;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/11/2016;;1;1;347,835;146,816;190,186;15;21;1;1;1;;0;161,185;161,185;161,185;164,416;169,286;154,765;199,101;219,512;154,765;175,004;187,388;183,241;195,74;216,082;347,835;195,74;278,546;225,542;221,232;170,1;146,816;163,607;186,557;172,549;164,416;189,886;161,185;166,036;195,74;216,939;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
58305001;1;01/10/2016;;1;1;199,101;123,508;145,124;17;8;1;1;1;;0;131,184;138,955;146,816;164,416;158,771;146,816;131,184;123,508;123,508;123,508;127,334;143,661;123,508;129,641;131,184;157,968;199,101;160,38;146,816;154,765;142,874;135,836;131,184;134,281;153,168;161,185;172,549;148,399;146,816;154,765;154,765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58305001;1;01/09/2016;;1;1;146,816;114,425;126,441;29;1;1;1;1;;0;114,425;116,682;115,929;118,192;115,929;114,425;116,682;120,464;129,641;132,731;114,425;129,641;129,641;132,731;134,281;128,872;134,281;135,836;137,393;131,184;131,184;131,184;126,567;128,872;123,508;123,508;123,508;123,508;146,816;131,184;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58305001;1;01/08/2016;;1;1;196,579;111,429;120,328;30;15;1;1;1;;0;115,929;115,929;115,929;115,929;118,949;127,334;112,925;126,567;135,836;114,425;112,177;119,706;112,177;112,177;111,429;112,925;116,682;118,949;120,464;118,949;117,437;118,949;121,984;116,682;117,437;121,224;117,437;118,192;115,929;196,579;112,925;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/07/2016;;1;1;140,52;79,634;114,802;7;1;1;1;1;;0;79,634;79,634;79,634;95,981;120,464;117,437;140,52;135,058;123,508;123,508;123,508;123,508;123,508;123,508;123,508;118,192;115,929;108,451;108,451;119,706;115,929;115,929;115,929;115,929;115,929;115,929;115,929;115,929;115,929;115,929;115,929;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/06/2016;;1;1;292,147;79,634;124,103;10;3;1;1;1;;0;231,605;238,575;79,634;79,634;154,765;154,765;184,897;187,388;242,952;292,147;274,043;169,286;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58305001;1;01/05/2016;;1;1;225,542;79,634;91,874;31;1;1;1;1;;0;79,634;79,634;93,813;93,813;93,813;123,508;138,955;138,955;101,077;86,664;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;79,634;225,542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58305001;1;01/04/2016;;1;1;238,575;79,634;141,174;21;29;1;1;1;;0;212,663;195,74;179,113;170,916;170,916;128,872;123,508;123,508;123,508;123,508;123,508;131,184;225,542;221,232;138,955;101,077;146,816;108,451;138,955;93,813;238,575;93,813;93,813;93,813;93,813;93,813;225,542;93,813;79,634;146,816;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58305001;1;01/03/2016;;1;1;425,026;225,542;313,404;17;31;1;1;1;;0;283,065;283,065;313,257;274,043;256,182;256,182;357,307;371,612;305,88;304,96;308,642;355,409;356,358;329,051;393,769;419,128;425,026;425,026;415,205;278,546;256,182;238,575;238,575;371,612;285,783;337,477;283,065;272,246;238,575;256,182;225,542;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/02/2016;;1;1;497,569;108,451;259,56;23;14;1;1;1;;0;347,835;310,486;287,599;265,081;238,575;138,955;138,955;138,955;187,388;183,241;191,554;146,816;127,334;108,451;108,451;108,451;238,575;345,947;274,043;381,213;319,741;382,176;497,569;459,611;338,416;274,043;381,213;345,947;260,624;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
58305001;1;01/01/2016;;1;1;911,406;142,874;443,412;16;1;1;1;1;;0;142,874;221,232;526,294;571,332;425,026;329,051;290,326;303,123;306,8;287,599;221,232;204,165;204,165;295,796;692,999;911,406;723,184;636,047;853,698;782,111;735,356;657,247;481,201;454,256;376,406;366,831;283,065;283,065;425,026;392,8;362,063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58305001;1;01/12/2015;;1;1;470,372;123,508;231,711;21;3;1;1;1;;0;199,943;150,779;123,508;123,508;154,765;179,113;186,557;194,063;160,38;146,816;125,801;185,727;345,004;393,769;324,389;256,182;256,182;247,346;253,525;313,257;470,372;427,982;388,93;366,831;277,644;247,346;131,184;123,508;146,816;142,874;138,955;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/11/2015;;1;1;270,451;117,437;143,263;30;14;1;1;1;;0;135,058;153,168;162,799;161,185;146,816;133,506;132,731;205,859;201,63;135,058;130,413;125,036;119,706;117,437;117,437;131,184;121,984;121,224;119,706;157,166;123,508;123,508;135,836;148,399;148,399;135,058;123,508;123,508;136,614;270,451;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58305001;1;01/10/2015;;1;1;209,255;123,508;130,744;26;1;1;1;1;;0;123,508;123,508;123,508;123,508;123,508;123,508;123,508;123,508;123,508;123,508;123,508;123,508;123,508;123,508;142,874;127,334;123,508;123,508;123,508;123,508;123,508;123,508;123,508;134,281;136,614;209,255;132,731;150,779;147,607;142,089;135,836;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/09/2015;;1;1;131,184;123,508;124,121;28;1;1;1;1;;0;123,508;123,508;123,508;123,508;123,508;123,508;123,508;126,567;127,334;123,508;123,508;123,508;123,508;123,508;123,508;123,508;123,508;123,508;123,508;123,508;123,508;123,508;123,508;123,508;123,508;123,508;123,508;131,184;127,334;123,508;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58305001;1;01/08/2015;;1;1;150,779;123,508;135,933;15;22;1;1;1;;0;143,661;145,236;149,191;149,985;143,661;146,026;146,816;146,816;146,816;146,816;146,816;148,399;149,985;146,816;150,779;138,955;126,567;126,567;126,567;126,567;125,801;123,508;123,508;123,508;123,508;123,508;123,508;123,508;123,508;123,508;123,508;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/07/2015;;1;1;153,168;134,281;146,069;22;3;1;1;1;;0;142,089;140,52;134,281;138,955;151,575;146,816;150,779;148,399;149,985;149,985;149,985;146,816;143,661;145,236;146,816;146,816;146,816;146,816;146,816;146,816;149,985;153,168;153,168;153,168;153,168;146,026;138,955;138,955;138,955;140,52;142,089;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58305001;1;01/06/2015;;1;1;150,779;138,955;139,82;1;2;1;1;1;;0;150,779;138,955;138,955;138,955;138,955;138,955;138,955;138,955;138,955;138,955;138,955;138,955;138,955;138,955;138,955;138,955;138,955;138,955;146,816;138,955;138,955;138,955;138,955;138,955;138,955;138,955;138,955;142,089;142,089;138,955;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58305001;1;01/05/2015;;1;1;161,596;122,736;130,225;30;1;1;1;1;;0;122,736;122,736;122,736;122,736;122,736;125,422;125,422;127,451;129,492;129,492;129,492;129,492;129,492;129,492;129,492;129,492;129,492;129,492;129,492;130,86;129,492;129,492;129,492;129,492;129,492;129,492;129,492;129,492;134,304;161,596;157,894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58305001;1;01/04/2015;;1;1;150,589;122,736;130,737;17;3;1;1;1;;0;144,131;128,81;122,736;122,736;122,736;126,097;122,736;122,736;122,736;125,422;125,422;125,422;136,387;136,387;136,387;137,782;150,589;136,387;136,387;136,387;136,387;136,387;136,387;139,886;131,546;122,736;122,736;124,076;125,422;128,13;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
