EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
58630002;1;01/11/2018;;1;1;248,388;96,491;123,438;10;19;1;1;1;;0;104,484;103,497;113,726;100,902;106,818;97,735;120,257;101,868;209,191;248,388;107,493;99,625;97,422;98,361;99,625;102,843;98,361;96,801;96,491;239,043;199,957;206,268;124,399;99,625;98,048;137,128;102,517;97,422;97,735;97,111;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58630002;1;01/10/2018;;1;1;166,332;96,182;105,142;13;3;1;1;1;;0;98,048;97,111;96,182;102,192;103,169;102,517;102,517;101,545;99,308;97,422;97,111;100,262;166,332;102,517;102,843;102,517;102,843;102,192;102,517;101,868;141,321;102,517;102,192;102,517;102,843;103,497;101,868;113,726;104,154;101,223;102,517;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58630002;1;01/09/2018;;1;1;177,828;96,801;107,227;17;7;1;1;1;;0;103,169;102,843;109,882;102,517;106,482;103,497;96,801;102,843;102,517;102,517;102,843;102,517;102,192;96,801;98,048;154,544;177,828;163,437;102,517;97,422;98,361;102,192;100,581;98,048;98,048;97,735;97,735;97,735;97,422;97,735;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58630002;1;01/08/2018;;1;1;125,165;95,261;103,615;31;17;1;1;1;;0;102,517;103,169;102,843;106,147;100,581;100,581;101,223;101,545;101,868;118,046;102,517;101,868;98,991;103,497;103,825;103,497;95,261;103,169;102,843;102,517;102,843;103,169;99,943;102,517;107,493;103,169;102,843;106,482;104,815;97,111;125,165;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58630002;1;01/07/2018;;1;1;113,372;93,139;101,478;5;20;1;1;1;;0;109,195;96,182;109,882;96,182;113,372;100,581;100,902;99,625;101,868;103,497;100,262;100,262;99,943;100,902;99,625;99,943;102,517;104,815;103,169;93,139;101,868;101,868;100,902;99,625;101,545;100,581;100,902;101,545;101,545;100,262;99,308;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58630002;1;01/06/2018;;1;1;126,321;96,182;99,739;30;1;1;1;1;;0;96,182;96,182;96,182;96,491;96,491;97,111;98,048;110,92;117,681;97,735;97,111;98,361;96,801;96,801;96,491;96,491;96,491;96,801;97,111;97,735;96,491;96,801;96,801;97,111;96,491;96,801;96,491;96,491;119,147;126,321;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58630002;1;01/05/2018;;1;1;127,876;95,874;100,037;10;12;1;1;1;;0;124,399;101,868;98,991;110,92;96,491;97,422;97,111;96,801;97,422;127,876;96,491;95,874;96,182;96,182;96,801;96,182;96,182;103,825;96,801;96,491;104,484;102,192;97,111;96,491;96,801;96,182;96,182;96,182;95,874;103,169;96,182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58630002;1;01/04/2018;;1;1;306,991;95,874;120,296;5;28;1;1;1;;0;114,437;96,491;96,491;194,914;306,991;127,485;96,801;237,079;96,182;96,182;96,182;101,223;96,182;110,92;96,182;96,182;153,177;143,887;96,182;96,182;96,182;96,182;96,491;96,182;96,182;145,62;144,751;95,874;95,874;96,182;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58630002;1;01/03/2018;;1;1;886,272;96,182;275,161;11;19;1;1;1;;0;359,72;320,156;357,88;464,617;338,143;665,633;298,993;463,478;727,883;333,786;886,272;461,206;363,425;241,683;221,229;192,158;248,388;96,491;96,182;96,491;210,37;97,422;100,581;147,81;97,422;96,801;97,111;96,801;96,801;156,382;98,676;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
58630002;1;01/02/2018;;1;1;422,917;95,567;146,605;28;10;1;1;1;;0;135,891;95,874;192,706;124,781;122,879;205,109;188,354;113,019;103,825;95,567;172,25;105,479;95,874;113,019;119,886;237,732;95,874;95,874;169,764;134,255;98,361;196,583;190,52;122,125;96,182;159,642;100,581;422,917;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
58630002;1;01/01/2018;;1;1;525,899;95,874;138,829;9;2;1;1;1;;0;125,549;95,874;126,708;146,056;96,491;148,251;226,83;272,351;525,899;188,893;95,874;95,874;96,801;98,048;125,165;96,182;96,801;96,801;96,801;96,801;96,491;96,491;97,735;96,182;95,874;97,422;193,256;233,836;123,258;125,165;99,943;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58630002;1;01/12/2017;;1;1;136,715;95,261;101,262;3;17;1;1;1;;0;99,625;99,308;136,715;96,801;96,491;123,637;95,874;131,833;95,874;95,874;95,874;97,422;95,567;95,874;95,874;95,567;95,261;108,853;95,874;95,874;95,874;95,874;100,902;97,111;96,182;96,491;96,491;95,874;96,182;96,182;127,876;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58630002;1;01/11/2017;;1;1;192,706;93,439;103,906;21;15;1;1;1;;0;95,874;96,182;96,491;96,491;97,422;96,182;95,874;96,182;96,182;96,801;96,801;138,375;140,052;96,182;93,439;94,65;96,182;96,182;96,182;110,92;192,706;97,422;96,801;95,567;94,65;98,991;95,567;124,781;101,545;96,491;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58630002;1;01/10/2017;;1;1;96,801;93,741;95,738;3;17;1;1;1;;0;95,567;95,567;96,801;96,182;96,491;96,182;96,182;96,491;96,182;96,182;95,874;95,567;96,182;95,567;96,491;94,346;93,741;94,043;94,955;94,955;94,955;95,874;96,801;95,567;95,567;95,874;95,874;95,874;95,874;96,182;95,874;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58630002;1;01/09/2017;;1;1;96,801;95,567;96,183;14;28;1;1;1;;0;96,182;96,491;95,874;95,874;96,491;96,182;96,491;96,182;96,182;96,491;96,182;96,182;96,182;96,801;96,182;96,491;96,491;96,491;96,182;95,874;96,182;96,491;95,874;96,182;95,874;96,182;95,874;95,567;95,874;95,874;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58630002;1;01/08/2017;;1;1;129,052;95,874;97,9;19;5;1;1;1;;0;96,182;96,182;96,491;97,111;95,874;98,991;108,171;96,182;96,491;96,182;96,491;96,801;96,491;96,491;96,801;96,491;96,801;96,491;129,052;97,422;95,874;96,182;96,491;95,874;95,874;95,874;95,874;96,491;96,182;96,491;96,491;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58630002;1;01/07/2017;;1;1;134,255;95,261;97,982;4;19;1;1;1;;0;103,497;111,616;107,155;134,255;96,182;96,182;95,874;96,182;95,567;95,874;95,567;95,567;95,567;95,567;95,567;95,567;95,567;95,567;95,261;95,567;95,261;95,261;95,261;95,261;95,261;95,261;95,261;95,261;95,567;95,874;96,182;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58630002;1;01/06/2017;;1;1;134,663;95,567;97,891;15;16;1;1;1;;0;96,182;96,491;96,182;96,182;96,182;96,182;96,182;95,874;96,182;95,874;96,182;96,182;95,874;96,182;134,663;95,567;95,874;102,517;95,874;95,874;95,874;104,484;97,111;96,182;96,182;96,182;96,182;95,874;96,182;96,182;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58630002;1;01/05/2017;;1;1;161,53;93,439;99,29;20;10;1;1;1;;0;95,874;96,182;96,182;96,491;95,874;95,874;95,874;95,874;96,182;93,439;95,261;93,439;93,439;93,439;94,65;93,439;94,043;94,043;93,439;161,53;101,223;95,874;131,432;98,991;97,422;97,111;108,171;95,874;94,955;95,874;96,491;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58630002;1;01/04/2017;;1;1;252,484;94,65;105,1;9;30;1;1;1;;0;95,874;97,111;108,853;111,616;110,92;95,874;102,517;103,825;252,484;124,018;95,874;107,155;98,676;95,567;95,874;96,182;96,491;103,169;95,567;95,567;95,874;99,625;94,955;96,182;97,735;95,874;95,874;96,182;102,843;94,65;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58630002;1;01/03/2017;;1;1;352,405;94,043;127,451;20;14;1;1;1;;0;194,914;213,939;96,182;117,681;116,23;95,261;135,891;94,346;138,793;112,667;97,422;115,51;96,182;94,043;186,208;94,346;124,018;95,567;95,874;352,405;267,266;115,51;95,567;94,955;94,65;95,567;126,321;97,422;104,484;95,874;95,874;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58630002;1;01/02/2017;;1;1;409,386;93,741;182,094;7;18;1;1;1;;0;156,382;139,212;163,917;209,191;346,999;342,548;409,386;369,042;379,527;329,476;105,146;98,676;98,991;163,437;97,735;97,111;110,227;93,741;96,491;98,361;159,173;105,479;95,567;122,125;103,169;208,604;243,012;155,92;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
58630002;1;01/01/2017;;1;1;534,811;96,491;197,251;14;5;1;1;1;;0;97,111;138,375;97,111;116,591;96,491;99,308;147,81;241,683;298,203;153,177;159,173;137,128;185,675;534,811;230,63;209,78;288,088;210,37;113,019;99,308;181,978;122,502;102,192;296,628;368,101;321,834;285,034;195,469;255,941;162,005;169,27;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58630002;1;01/12/2016;;1;1;747,982;95,567;206,236;15;28;1;1;1;;0;220;97,111;96,491;163,437;280,502;96,182;96,182;96,491;126,321;253,862;289,625;276,031;356,047;329,476;747,982;644,395;410,414;387,306;198,827;136,715;97,735;96,182;102,192;95,874;95,874;107,831;100,581;95,567;97,735;96,182;104,154;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58630002;1;01/11/2016;;1;1;772,01;95,567;184,105;15;26;1;1;1;;0;96,182;96,182;95,874;95,874;102,192;96,801;104,154;97,422;96,801;186,208;96,182;142,172;306,991;383,4;772,01;726,229;352,405;243,012;186,743;114,081;95,874;141,321;95,874;136,302;95,874;95,567;95,567;148,251;96,182;131,432;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58630002;1;01/10/2016;;1;1;125,549;95,261;97,23;12;15;1;1;1;;0;95,874;97,422;95,874;96,182;96,182;101,545;95,874;102,517;97,422;96,801;96,801;125,549;95,874;95,567;95,261;95,261;95,261;95,567;95,567;95,261;95,261;95,567;96,182;96,182;95,261;95,261;95,261;95,874;95,874;95,874;95,874;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58630002;1;01/09/2016;;1;1;101,223;94,955;96,044;15;17;1;1;1;;0;96,182;97,422;96,491;97,111;96,182;95,874;95,567;95,874;96,182;96,182;96,182;95,261;95,874;95,567;101,223;96,182;94,955;94,955;95,567;95,261;95,261;95,874;96,491;95,567;95,261;95,261;95,567;96,182;95,874;95,874;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58630002;1;01/08/2016;;1;1;96,801;95,261;96,183;28;5;1;1;1;;0;96,491;95,874;95,874;95,567;95,261;95,567;95,874;95,874;95,874;95,874;95,874;96,182;96,182;96,491;96,491;96,491;96,491;96,491;96,491;96,182;96,182;96,182;96,491;96,491;96,491;96,491;96,182;96,801;96,491;96,182;96,182;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58630002;1;01/07/2016;;1;1;96,491;95,261;95,964;12;19;1;1;1;;0;95,874;95,874;95,874;95,874;95,874;96,182;95,874;96,182;96,182;96,182;96,182;96,491;96,491;96,182;96,182;95,874;96,182;96,182;95,261;95,261;95,261;95,874;95,874;95,567;96,182;96,182;95,874;95,874;95,874;95,874;96,182;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58630002;1;01/06/2016;;1;1;185,675;95,567;102,411;7;10;2;2;2;;0;96,182;95,874;96,182;96,182;95,874;120,257;185,675;98,991;96,182;95,567;173,757;95,874;95,874;95,874;95,874;95,874;95,874;95,874;95,874;95,874;95,874;95,874;95,874;95,874;95,874;95,874;95,874;95,874;95,874;95,874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;
58630002;1;01/05/2016;;1;1;146,93;95,567;98,94;10;28;1;1;1;;0;95,874;95,874;96,182;95,874;96,182;95,874;96,182;95,874;96,182;146,93;95,874;95,874;95,874;111,267;98,048;98,361;98,361;98,361;98,361;98,361;98,991;98,361;98,361;98,048;97,111;96,491;95,874;95,567;95,874;95,874;96,801;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58630002;1;01/04/2016;;1;1;168,777;94,65;106,53;11;6;1;1;1;;0;142,6;99,625;138,793;114,794;96,182;94,65;96,182;95,874;96,491;131,833;168,777;96,182;95,874;96,491;113,019;119,147;95,874;120,257;96,801;96,182;95,874;95,874;96,491;107,493;100,262;96,491;96,491;109,538;95,874;95,874;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58630002;1;01/03/2016;;1;1;665,633;94,65;339,346;8;23;1;1;1;;0;625,181;328,62;379,527;315,992;270,162;206,268;303,771;665,633;410,414;298,993;271,62;315,165;447,767;578,532;373,778;366,225;479,643;523,376;571,723;443,36;365,29;116,591;94,65;134,663;406,315;193,256;201,662;220,613;274,554;198,827;137,543;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58630002;1;01/02/2016;;1;1;802,046;102,192;339,331;22;6;1;1;1;;0;311,056;244,346;172,25;188,893;128,267;102,192;139,631;181,455;199,391;194,914;171,252;212,744;299,785;223,704;196,025;269,436;267,988;432,501;556,978;401,239;551,695;802,046;617,919;607,869;502,329;398,219;407,336;491,475;567,67;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
58630002;1;01/01/2016;;1;1;1785,502;91,944;477,751;16;9;1;1;1;;0;96,182;95,874;158,238;541,253;272,351;97,422;96,182;96,491;91,944;117,681;100,581;133,444;126,321;133,849;257,334;1785,502;1411,293;948,464;701,785;905,952;1219,37;1074,57;827,505;454,445;332,057;288,856;350,595;235,129;631,041;829,348;399,224;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58630002;1;01/12/2015;;1;1;673,357;85,598;193,649;14;27;1;1;1;;0;101,545;149,137;118,046;153,177;295,06;243,678;326,061;199,391;142,172;98,361;97,111;150,921;581,274;673,357;472,659;225,575;139,212;113,726;107,831;113,372;136,715;279,005;252,484;110,92;96,491;104,484;85,598;96,491;95,261;96,182;147,81;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
58630002;1;01/11/2015;;1;1;248,388;94,65;111,334;10;14;1;1;1;;0;98,048;95,567;97,111;142,6;144,319;95,874;95,874;103,825;98,048;248,388;94,955;94,955;94,955;94,65;94,955;114,794;135,48;103,497;97,735;98,361;97,735;97,735;97,735;98,991;98,361;98,048;97,735;98,048;97,111;214,539;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
58630002;1;01/10/2015;;1;1;96,182;86,441;91,373;12;21;1;1;1;;0;90,762;91,056;91,056;93,741;95,261;95,261;95,567;95,567;95,261;95,261;95,567;96,182;95,567;95,567;94,955;94,955;92,54;90,176;89,593;88,436;86,441;86,441;86,441;87,007;87,291;87,576;87,576;87,576;87,576;88,148;88,148;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
